2928	2
653	1
920	0
169	1
2469	2
2464	2
1951	1
1913	0
1281	1
2963	2
973	0
308	1
321	1
2150	1
712	2
1917	0
270	2
2204	1
1701	0
2007	1
954	0
971	0
2489	2
2566	1
1505	1
189	2
2086	1
618	2
2259	1
195	2
1706	0
1448	0
221	2
2746	2
1161	0
45	2
1427	1
446	1
1672	0
783	2
2667	2
131	1
743	2
598	2
2361	0
477	1
646	2
2498	2
1902	0
441	1
1479	0
2589	2
1899	0
2040	1
1216	1
1311	1
1512	1
1912	0
1935	0
64	2
1632	0
1461	0
534	2
554	2
2517	2
1387	0
2138	1
705	2
210	2
2588	2
2677	1
2193	1
2009	1
1552	0
447	1
2868	1
1221	1
1171	1
2054	1
2525	2
2320	1
820	0
275	2
229	2
979	0
786	2
2769	2
2809	2
1209	0
2680	1
1707	0
629	2
2668	2
1128	0
211	2
913	0
27	2
2967	2
683	2
2245	1
560	2
2883	1
2118	1
795	2
2198	1
1114	0
2349	0
1779	0
2443	1
2473	2
759	2
2371	0
1815	0
1780	0
2687	2
2742	2
2055	1
1056	0
903	0
165	1
2635	2
2533	2
1631	0
2830	2
1787	0
1894	0
797	2
777	2
613	2
871	0
1854	0
1949	1
499	1
2900	1
1431	1
837	0
2862	1
59	2
2560	1
717	2
396	2
1809	0
2397	0
566	2
1649	0
2568	1
1702	0
1243	0
2241	1
1226	1
1330	1
1234	1
1133	0
781	2
1676	0
1993	1
1166	0
2789	2
1490	0
1201	0
178	2
2461	1
1688	0
2184	1
2994	2
2475	2
1746	0
519	2
2557	1
651	1
462	1
139	1
2151	1
2038	1
344	2
2612	2
2472	2
1791	0
2035	1
2179	1
1369	0
2599	2
2565	1
2240	1
1402	0
2180	1
1789	0
949	0
281	2
278	2
2659	2
851	0
1844	0
3015	2
333	2
2800	2
366	2
156	1
126	2
173	1
608	2
813	0
2670	2
1323	1
353	2
1382	0
1930	0
2451	1
2866	1
3001	2
1557	0
2079	1
988	0
14	2
2540	2
1766	0
2122	1
1228	1
1769	0
696	2
2532	2
2287	1
1103	0
943	0
2153	1
627	2
214	2
1896	0
1006	0
2999	2
1124	0
764	2
1305	1
1414	1
1535	0
41	2
693	2
832	0
1192	0
2333	1
144	1
718	2
680	2
1903	0
2732	2
455	1
2286	1
706	2
942	0
1407	1
2794	2
732	2
1517	1
1388	0
1282	1
1770	0
2664	2
1665	0
2263	1
2754	2
2466	2
2661	2
1711	0
259	2
2871	1
766	2
114	2
854	0
417	2
2383	0
862	0
880	0
1502	1
1059	0
1231	1
2578	2
1304	1
1321	1
1573	0
1096	0
420	2
2966	2
2598	2
295	1
2124	1
93	2
1919	0
1393	0
10	2
241	2
2326	1
1251	0
1727	0
2496	2
1984	1
314	1
1041	0
938	0
2064	1
1397	0
137	1
152	1
2415	1
1500	1
2653	2
1915	0
947	0
7	2
538	2
2485	2
26	2
798	2
2441	1
2920	2
670	1
2569	1
109	2
658	1
100	2
910	0
2710	2
2896	1
2541	2
841	0
272	2
1958	1
2016	1
2494	2
296	1
824	0
1775	0
1225	1
755	2
78	2
1	2
1938	0
787	2
2731	2
1730	0
1784	0
833	0
77	2
673	1
1203	0
2376	0
467	1
2173	1
968	0
923	0
518	2
1485	0
2211	1
1591	0
168	1
47	2
1219	1
43	2
469	1
1960	1
1433	1
2365	0
1395	0
2175	1
2962	2
952	0
311	1
87	2
3000	2
543	2
544	2
122	2
2137	1
39	2
2996	2
2234	1
789	2
2791	2
891	0
1697	0
1493	0
577	2
1887	0
2394	0
2117	1
309	1
1465	0
2840	2
2119	1
682	2
1372	0
1173	1
684	2
1767	0
1294	1
16	2
2210	1
1273	1
1189	1
1150	0
341	2
731	2
689	2
1029	0
2901	1
1691	0
966	0
356	2
2715	2
2873	1
116	2
103	2
2858	1
2556	1
2058	1
2256	1
2422	1
2610	2
196	2
579	2
1991	1
3003	2
216	2
2487	2
1034	0
1111	0
2177	1
1066	0
2825	2
163	1
980	0
753	2
286	2
1627	0
2025	1
1078	0
1871	0
2891	1
548	2
1684	0
346	2
369	2
1170	1
1866	0
1085	0
1076	0
1352	1
2297	1
1186	1
2334	1
1710	0
2864	1
79	2
161	1
1630	0
90	2
1381	0
1280	1
2039	1
1983	1
704	2
2894	1
559	2
2216	1
941	0
2474	2
53	2
2230	1
1857	0
1719	0
811	0
736	2
410	2
2027	1
782	2
1832	0
1195	0
1035	0
580	2
1338	0
119	2
1774	0
2645	2
1269	0
1520	1
28	2
2142	1
2850	1
1417	1
1648	0
2503	2
1661	0
102	2
428	2
2067	1
674	1
494	1
1385	0
892	0
283	2
1981	1
506	1
522	2
842	0
2217	1
872	0
2345	0
2738	2
582	2
1741	0
258	2
2196	1
2100	1
698	2
2523	2
1556	0
313	1
135	1
51	2
1080	0
2874	1
2922	2
785	2
2478	2
1144	0
603	2
65	2
2603	2
2619	2
1107	0
2154	1
3024	2
722	2
2453	1
631	2
372	2
1371	0
771	2
873	0
357	2
2212	1
304	1
1344	1
2303	1
82	2
1869	0
2112	1
542	2
1301	1
746	2
2337	1
860	0
2228	1
2350	0
1439	1
1586	0
1125	0
62	2
2849	1
172	1
360	2
516	2
1756	0
1973	1
2756	2
763	2
630	2
901	0
1246	0
1265	0
3016	2
2323	1
2018	1
2370	0
2218	1
155	1
597	2
681	2
1181	1
2571	2
1953	1
1933	0
2504	2
1792	0
160	1
1782	0
1562	0
386	2
2725	2
1202	0
2737	2
675	1
193	2
2712	2
433	2
1463	0
1477	0
487	1
1257	0
1373	0
2085	1
2796	2
1581	0
2631	2
654	1
496	1
1007	0
445	1
907	0
803	0
1449	0
58	2
1438	1
404	2
1982	1
1596	0
2060	1
461	1
1501	1
1595	0
