size=50, dropout=0.0, ,topk:20, lr=1e-05, batch-size=6, epochs=100, attributed=True, supervised=False
10	-0.17122829 0.094619304 -0.3144785 -0.09666639 -0.06535453 0.2590112 0.33902645 -0.094314724 -0.11247252 0.32934245 0.042105906 0.43366972 -0.40729618 0.05703283 0.0319437 -0.061654307 -0.08075885 0.3966411 -0.13478252 0.089718 0.45580965 -0.48221886 0.16039898 0.07529489 -0.33855623 -0.011508515 -0.49091625 -0.34435433 -0.11504173 0.20593818 -0.026861727 -0.2603586 0.25994715 -0.05921815 -0.23496968 0.16521616 -0.016296618 -0.2026066 -0.20880543 0.27689877 0.002204556 -0.1966952 -0.013537558 0.08356763 0.41416803 -0.0086789 0.24169807 0.034985453 -0.1711429 -0.051211245 0.69591635 0.035133697 -0.4700743 0.5129995 -0.4821812 -0.16577503 -0.46909663 0.15084568 -0.14765728 -0.1214818 0.27068913 -0.12973712 -0.13888794 -0.055630147 -0.21619904 -0.3712983 0.35072055 -0.19118324 -0.07408666 0.14412794 -0.35116515 0.16181974 -0.14187288 0.12203101 -0.10649355 -0.1568559 -0.016298883 0.33974424 -0.095781386 -0.24993145 0.14969449 -0.18616402 0.2802533 0.31934354 -0.45409003 -0.19195247 0.15230225 -0.1511015 0.45324337 -0.20857757 0.043695647 -0.52457994 -0.6342602 0.5186186 -0.09430674 -0.052870434 0.1782206 0.047982153 -0.048578754 0.50895524
11	-0.18804806 -0.074861065 -0.51187265 -0.45301768 0.29505748 0.5380877 0.5080574 -0.057585772 0.10090502 0.20043027 -0.11684118 0.56949234 -0.26315457 -0.042096376 0.018768413 0.0708266 -0.000113368966 0.45071548 -0.15226883 -0.3158656 0.5311829 -0.6265384 0.060439285 0.2380068 -0.1746871 0.24647266 -0.06025301 -0.60616463 -0.20014061 0.36752436 0.08258781 -0.4730605 -0.0045291707 -0.15895535 -0.023168271 -0.06637944 -0.10338305 0.039039373 -0.47848287 0.5536738 -0.25267753 -0.10038686 -0.3547861 -0.23494679 0.43538335 -0.31880772 0.072392434 -0.16570713 -0.22157946 -0.28870812 0.79076105 -0.07811212 -0.51407737 0.53169286 -0.01830765 0.06531584 -0.49784055 0.052776847 0.18639728 -0.23951787 0.38087848 0.0489957 -0.2391436 -0.15647087 -0.39688724 -0.3596358 0.19476393 0.062210668 0.019813921 0.20645566 -0.63786197 0.17758268 0.24661812 0.018833764 -0.14095049 -0.04535173 0.22446789 0.36336666 -0.17564076 -0.313501 0.07118075 -0.16483898 0.35693663 0.43126705 -0.014391322 0.032671902 0.11485311 -0.54067993 0.38042468 0.03193935 0.3241681 -0.5193816 -0.8954385 0.5592683 0.25320393 -0.21276353 0.013217635 -0.33618522 -0.040048406 0.060406104
12	-0.10728329 0.059024464 -0.46659696 -0.2857162 0.18597978 0.5098398 0.26193365 -0.17943794 0.37417153 0.10790606 -0.14446594 0.37060264 -0.37431908 -0.12512186 -0.14789885 0.1799262 0.22690673 0.39685455 -0.02441344 -0.13885589 0.48664433 -0.6429145 0.20654437 0.32933205 -0.34658706 -0.08545437 -0.1593 -0.31702596 -0.2517011 0.28737864 0.13678864 -0.4262802 0.12225485 0.033231672 0.084977336 0.3326196 -0.050408833 -0.19075412 -0.570571 0.5104105 -0.118159324 -0.3161493 -0.08216716 -0.08066652 0.22943391 -0.2133109 0.19032885 -0.07524357 -0.32991534 0.03556793 0.9012821 0.089453794 -0.3739483 0.28736758 -0.22252354 -0.18399647 -0.5414505 0.14806338 0.12920898 -0.32963586 0.25185135 -0.16973439 -0.34009987 -0.14929269 -0.34650645 -0.24585202 0.34463158 -0.1240541 -0.17304376 0.017992174 -0.59430933 0.31108558 0.12348326 -0.16677529 0.2585431 -0.23436633 0.106799684 0.24221292 -0.39194372 0.012349099 0.16684175 -0.23726377 0.16597779 0.55352384 -0.179382 -0.093082905 0.111837916 -0.4155865 0.40409905 0.09738729 0.41754496 -0.79411376 -0.84337133 0.83088094 0.14220557 -0.31139657 0.25884703 -0.22235748 -0.041558664 0.16971064
13	0.05533112 0.38059792 -0.59785885 -0.10044707 0.19612181 0.37771976 0.5645673 -0.14492497 -0.31378645 0.44216397 0.1134588 0.106290065 -0.55755574 -0.10190893 0.17051451 -0.037705824 -0.47476166 0.7457272 0.39130557 0.3390431 0.6243942 -0.6379942 0.67979705 0.57221603 -0.53214365 0.31963333 -0.54020905 -0.3455844 -0.44640538 0.2919748 0.4780963 -0.37794262 0.6680715 0.08439622 -0.41081607 0.098118775 0.29762754 -0.18748876 -0.32887083 0.19506867 0.25031927 -0.149411 -0.17637222 0.25803003 0.59185344 -0.21658565 0.064133815 0.25575504 -0.8254435 0.017877724 1.2939966 0.34598342 -0.20829016 0.5619247 -0.45718905 -0.60183 -0.71470046 0.4533567 -0.51263005 -0.36852664 -0.007777823 -0.3391968 0.052228004 0.37461963 -0.3860356 -0.40924215 0.48709637 0.01808238 -0.3857093 -0.192773 -0.9478276 0.04114275 -0.033902176 0.33203143 0.37607113 -0.331874 -0.13867821 0.024988936 0.120415844 -0.3003551 0.60392576 -0.36650017 0.0012548752 0.5314157 -0.11400197 -0.29023388 0.24806154 -0.6353553 0.628613 0.10719711 0.137036 -0.5003862 -0.9618151 1.0353159 -0.3087438 -0.08580309 0.17842115 -0.41473037 -0.53128314 0.3971195
14	-0.14082159 -0.090515345 -0.12167096 -0.07434659 -0.012884368 0.35396394 0.07711504 0.063279316 0.11841931 0.1265263 -0.07812739 0.16265911 -0.22221726 0.04559523 0.032005314 0.068952024 0.08200669 0.2738576 -0.1468386 -0.03482142 0.040672116 -0.24381389 -0.027638871 -0.08020282 -0.13370655 -0.09328291 -0.14809637 -0.12596968 0.17209022 0.16709764 -0.025781922 -0.0976173 -0.07281464 0.112016015 0.115358815 0.09666281 -0.08258162 -0.050233383 -0.19639032 0.26638398 0.008766396 -0.23030283 -0.069161996 -0.02069788 0.0698423 -0.099388696 0.095786996 -0.122631915 -0.096185595 0.0043152655 0.3231885 0.013431244 -0.28120232 0.24886303 -0.13762888 0.047134317 -0.2420423 -0.008505443 0.035056762 -0.11293214 0.2235775 -0.012693005 -0.15043238 -0.009954816 -0.09212087 -0.15543237 0.14472494 -0.13158634 0.03889259 0.13923517 -0.22799824 0.09131049 0.009406457 -0.16643935 -0.11302674 -0.1226481 0.07778602 0.21693079 -0.17485219 -0.021297082 0.0046525933 -0.10137232 0.19408445 0.16531353 -0.21321431 -0.07328369 0.10410965 -0.047007516 0.08475629 -0.12870377 0.20930247 -0.32099104 -0.37226158 0.2944202 -0.01632245 -0.2642118 0.15077955 -0.09961035 0.053864386 0.12665997
15	-0.008590648 -0.069090724 -0.1707717 0.1637032 -0.14591287 0.5239046 -0.017143678 -0.16047233 0.2975317 0.2180739 -0.27805573 0.33086577 -0.26399583 0.11145056 0.052317243 -0.0978864 0.3174227 0.2761697 -0.249852 -0.10489114 0.09795101 -0.4885884 -0.21689048 -0.2511633 -0.13112774 -0.16087507 0.048801623 -0.34567 0.21034087 -0.17250063 0.0121704675 -0.020919887 0.036970228 0.2987184 0.1811928 -0.18460916 -0.3068412 -0.1099501 -0.4719966 0.34646583 -0.010351394 -0.25004226 -0.4917804 0.060040887 0.06451478 -0.2604311 0.322669 -0.5006702 0.18979186 0.12311134 -0.22006989 -0.0026969968 -0.35379925 0.21678934 -0.20009926 0.44423023 -0.024159286 -0.4404378 0.39491126 -0.15298279 0.35561594 0.2881746 -0.5999563 -0.3340292 -0.05406124 -0.4045679 0.34756723 0.07034218 -0.054098677 0.3561573 0.17449269 -0.26712093 -0.0774401 -0.13087134 -0.23270476 -0.08510071 0.07864175 0.4772426 -0.62132 -0.057023782 -0.06787646 -0.2911028 0.15778185 0.12649013 -0.02194417 0.0015636049 0.21735224 -0.007448757 0.0049799033 -0.29568392 0.22635785 -0.019430036 0.06222358 -0.0568619 -0.046195526 -0.34854752 0.20034355 0.09123439 0.5709911 0.022614973
16	-0.36378267 -0.16757567 -0.26394275 -0.46368778 0.10061353 0.31116453 0.13298808 -0.08133691 0.22382292 0.00428628 -0.3157416 0.51835704 -0.1519831 0.2774107 -0.0146574695 0.01952564 0.08586284 -0.14802197 -0.45121855 -0.45445848 0.2266371 -0.21933275 -0.10093513 -0.20719366 -0.17675461 -0.02103674 -0.10022644 0.10086151 0.067473575 0.34904528 -0.26919654 -0.49463817 -0.62900877 -0.109370135 -0.2797781 0.47263807 -0.2464945 0.46959117 -0.54562664 0.43133304 -0.15847097 -0.06849401 0.37084824 -0.39471155 -0.018168524 0.30635005 0.2717279 0.19869335 0.28169706 -0.3311411 0.2479308 -0.5257145 -0.6436944 0.2668866 0.06137606 -0.1957322 -0.4002523 0.078825645 0.5357632 -0.018425168 0.239793 -0.033476435 -0.40703967 -0.2670293 -0.1967751 0.023476698 -0.19761014 0.11227777 0.43030742 0.4831813 -0.12573776 0.39935037 -0.103073984 -0.38606426 0.093729004 -0.5529733 0.18440756 0.3107633 -0.257131 -0.34636626 -0.28031653 0.016239323 0.28205416 0.24662034 -0.3358592 0.15371902 0.052289337 -0.32118276 0.5212196 -0.20041205 -0.046375565 -0.5210228 -0.40309167 0.42563957 0.43111944 0.21813242 0.32572627 0.12010326 0.49594897 0.04530502
17	-0.35204083 -0.32483384 -0.23002148 -0.32156318 0.35660005 0.7330483 0.19567725 0.11687823 0.7493827 0.13571227 -0.1881364 0.5310519 -0.038270265 -0.26012757 -0.0494818 0.22562678 0.6889391 0.7303535 -0.5307407 0.09259348 0.09424198 -0.63257426 0.09884696 -0.12044536 -0.14106447 0.063099466 -0.3586475 -0.5975716 0.33187762 0.20720088 0.29280522 -0.15088445 0.01684635 0.22936416 1.0966398 -0.21097276 -0.6131474 -0.12046097 -0.5301545 0.7135231 -0.20172857 -0.5872729 -0.861492 0.08936621 0.16555125 -0.7604508 0.5551856 -0.5387249 -0.36510664 0.18602179 0.41473633 0.44858325 -0.3211715 0.1995473 -0.29757538 0.34214696 -0.23497681 -0.5829475 -0.07074502 -0.5565443 0.3665247 0.3976471 -0.5348575 -0.44585764 -0.24096157 -0.42941865 0.7254812 -0.41441193 -0.055727363 0.28701308 -0.3593798 0.41148683 0.3350816 -0.52896094 -0.39837667 0.45228043 0.27608624 0.6821912 -1.2092185 0.12142421 0.075559445 -0.35499975 0.14919084 0.3529413 -0.18687384 -0.23033175 0.042873204 -0.11048027 -0.52643704 -0.33358502 0.95283335 -0.62948275 -0.38598546 0.22199303 -0.09776051 -0.9472717 0.21046136 0.013958482 0.35033998 0.042092565
18	-0.33810857 -0.14985895 -0.16222657 -0.27810082 -0.16015251 0.5257623 -0.046266105 -0.17167498 0.22365233 0.05446715 -0.10508579 0.15274334 -0.07444767 0.26069143 -0.10943636 -0.048959456 0.15133299 0.2607488 -0.21412343 -0.20663722 0.18405001 -0.22268139 -0.046545263 -0.07835317 -0.3088132 0.19948381 -0.03950256 -0.21260336 0.1258577 0.3185191 0.036156684 -0.15721646 -0.14699633 -0.026149523 0.052989744 0.012300463 -0.22629972 0.021392396 -0.47326598 0.43820974 -0.23442335 -0.3076327 -0.120722726 -0.09088657 0.23338811 -0.13207668 0.24583732 -0.10662783 0.085522 -0.009891152 0.4687003 -0.006667169 -0.46359503 0.35155314 -0.069538906 0.31804627 -0.12695365 -0.045095842 0.28457433 -0.10590864 0.21541055 0.13928896 -0.24303591 -0.22238488 -0.17941257 -0.24120933 -0.029141441 -0.0717293 0.20029654 0.124018416 -0.4520322 0.08649398 0.028425507 -0.44305998 -0.021586545 -0.08078745 0.26861602 0.4569091 -0.3242551 -0.04325671 -0.022340901 -0.08779444 0.10308449 0.34070256 -0.044848554 0.14277439 0.027225781 -0.1688695 0.12637973 -0.12635495 0.19296835 -0.19414751 -0.43628126 0.15413456 -0.012992693 -0.2899388 0.2458853 -0.033681884 0.39194262 0.06466168
19	-0.011809262 0.12758993 -0.37932813 -0.08223506 -0.07530148 0.45401487 0.14451516 -0.0651616 0.30195263 0.043218873 -0.019193586 0.31207606 -0.2789749 -0.088364415 -0.096841194 0.083116874 0.1610752 0.3166538 -0.1792481 -0.18040532 0.30702308 -0.43121576 0.08117666 0.22821355 -0.12722808 -0.34937358 0.058315173 -0.47484583 0.09585953 0.34639663 0.12217301 -0.30513796 -0.10406044 -0.0757916 0.10624599 0.29115152 -0.16474153 -0.11789195 -0.31037074 0.48559552 -0.22666053 -0.36760017 -0.005471534 -0.044139877 0.20048739 -0.21506667 -0.026669223 -0.0048281867 -0.35745358 0.12427429 0.5666996 -0.16943844 -0.15832224 0.1937556 -0.007561163 -0.15712823 -0.43965924 0.07967194 0.10463463 -0.17954308 0.19259658 -0.15388668 -0.27009425 -0.17702115 -0.09280929 -0.21772534 0.10303081 0.08095351 -0.2986039 0.1332982 -0.27575925 0.012220174 -0.044816285 -0.16409852 0.16777882 -0.24371131 0.094098814 0.16686824 -0.31723118 -0.1023045 0.32211936 -0.27042314 0.09012629 0.53929675 -0.09216779 0.011003806 0.3137968 -0.38468605 0.2801054 -0.060253352 0.35001516 -0.6732056 -0.4613162 0.700207 0.225181 -0.46129632 0.49577346 -0.2476477 0.08862295 0.2303239
20	0.112964965 -0.022986708 -0.42421323 -0.262163 0.14623334 0.44039252 -0.23812655 0.060674313 0.2055231 -0.16796651 -0.064519554 0.20359826 -0.11631884 0.0604162 -0.49402887 0.12003261 0.022612052 0.09439894 -0.07331885 -0.6932702 0.25027564 0.016647123 0.12695025 0.09320421 0.1149874 -0.096904635 0.25655246 -0.19338495 0.12104556 0.58407205 -0.18626805 -0.36636004 -0.36837387 -0.3809286 -0.026290515 0.2670675 -0.20689718 0.20079175 -0.13194312 0.63596773 -0.14688917 -0.05913035 0.018895442 -0.43922094 -0.06515816 -0.15222868 -0.23890574 -0.0012153648 -0.012080626 -0.06644469 0.496568 -0.3269251 -0.079121016 0.13009508 0.61534387 -0.1561525 -0.30609757 0.25213686 0.17335305 0.09556541 0.1395754 -0.0052095205 -0.21213292 -0.29666203 -0.17901693 0.030677855 -0.39111328 0.080416724 -0.18865031 0.27190626 -0.29037565 0.35393813 0.10954471 -0.45081496 -0.069234625 -0.24726102 0.39559978 -0.19590673 -0.119861096 -0.22687474 -0.08977173 -0.1524514 -0.13356133 0.47443086 0.15437837 0.14558181 -0.20250066 -0.45276487 0.48763138 -0.010587069 0.5265112 -0.32173932 -0.4155425 0.31540397 0.31536284 -0.18343441 0.31189337 -0.1677296 0.22200966 -0.1813965
